Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
56,DEBIT,RTGS,2139027119,Rohan Kumar,5736462531,Ishaan Reddy,56670.29,2024-06-15,05:34:49,8312538.25,880864.17,Car Loan,770577.82
57,DEBIT,UPI,2139027119,Rohan Kumar,8316648259,Aarav Iyer,32694.66,2024-06-15,10:57:30,-619919.68,880864.17,Car Loan,770577.82
58,DEBIT,RTGS,2139027119,Rohan Kumar,8325785916,Ananya Mehta,43449.65,2024-06-17,09:23:46,3367499.1,880864.17,Car Loan,770577.82
59,CREDIT,UPI,8047877267,Vihaan Joshi,2139027119,Rohan Kumar,127862.44,2024-06-20,09:37:49,3602398.13,880864.17,Car Loan,770577.82
60,DEBIT,Bank Transfer,2139027119,Rohan Kumar,6687206971,Kabir Mehta,11170.57,2024-06-24,10:56:22,7216076.97,880864.17,Car Loan,770577.82
61,CREDIT,Bank Transfer,1311570307,Aryan Joshi,2139027119,Rohan Kumar,43436.97,2024-06-25,23:55:58,8405615.87,880864.17,Car Loan,770577.82
62,CREDIT,Bank Transfer,3342331444,Kavya Mehta,2139027119,Rohan Kumar,64586.88,2024-06-26,17:39:56,1237484.74,880864.17,Car Loan,770577.82
63,CREDIT,IMPS,3746317213,Krishna Iyer,2139027119,Rohan Kumar,91126.4,2024-06-26,22:05:41,704326.83,880864.17,Car Loan,770577.82
64,CREDIT,Bank Transfer,6464693977,Vihaan Joshi,2139027119,Rohan Kumar,74725.35,2024-07-06,15:29:44,-1395391.27,880864.17,Car Loan,770577.82
65,CREDIT,UPI,3030106617,Aisha Singh,2139027119,Rohan Kumar,142327.98,2024-07-10,20:11:25,5901153.88,880864.17,Car Loan,770577.82
66,CREDIT,RTGS,6971815972,Ritika Iyer,2139027119,Rohan Kumar,10900.33,2024-07-12,07:03:34,7098417.2,880864.17,Car Loan,770577.82
67,DEBIT,Bank Transfer,2139027119,Rohan Kumar,6971815972,Ritika Iyer,21782.22,2024-07-12,12:16:52,6279059.72,880864.17,Car Loan,770577.82
68,DEBIT,UPI,2139027119,Rohan Kumar,4272602734,Kavya Mehta,81438.69,2024-07-13,06:29:20,7681932.08,880864.17,Car Loan,770577.82
69,DEBIT,IMPS,2139027119,Rohan Kumar,2015242176,Rohan Gupta,106673.96,2024-07-17,14:40:25,2380178.2,880864.17,Car Loan,770577.82
70,CREDIT,IMPS,5736462531,Ishaan Reddy,2139027119,Rohan Kumar,144295.97,2024-07-17,14:52:29,-756733.23,880864.17,Car Loan,770577.82
71,DEBIT,Bank Transfer,2139027119,Rohan Kumar,6488854841,Vihaan Kapoor,18705.11,2024-07-28,08:30:12,4904731.48,880864.17,Car Loan,770577.82
72,DEBIT,NEFT,2139027119,Rohan Kumar,4272602734,Kavya Mehta,125977.88,2024-08-01,15:30:03,-1421346.64,880864.17,Car Loan,770577.82
73,DEBIT,IMPS,2139027119,Rohan Kumar,1540137296,Simran Gupta,15421.23,2024-08-09,02:48:30,7850412.38,880864.17,Car Loan,770577.82
74,DEBIT,NEFT,2139027119,Rohan Kumar,5736462531,Ishaan Reddy,81843.27,2024-08-12,23:31:03,17995.88,880864.17,Car Loan,770577.82
75,DEBIT,UPI,2139027119,Rohan Kumar,2986972437,Krishna Sharma,125015.86,2024-08-13,23:08:56,5544193.42,880864.17,Car Loan,770577.82
76,DEBIT,Bank Transfer,2139027119,Rohan Kumar,6464693977,Vihaan Joshi,89403.89,2024-08-16,11:40:21,-812291.01,880864.17,Car Loan,770577.82
77,CREDIT,NEFT,1854316681,Aarav Mehta,2139027119,Rohan Kumar,68375.07,2024-08-16,22:15:16,4082110.41,880864.17,Car Loan,770577.82
78,DEBIT,Bank Transfer,2139027119,Rohan Kumar,8047877267,Vihaan Joshi,59338.76,2024-08-23,02:18:55,7411102.25,880864.17,Car Loan,770577.82
79,DEBIT,NEFT,2139027119,Rohan Kumar,8110054933,Ishaan Reddy,17850.3,2024-08-24,08:46:49,3298009.39,880864.17,Car Loan,770577.82
80,CREDIT,NEFT,8217611860,Meera Joshi,2139027119,Rohan Kumar,101912.73,2024-08-25,06:26:06,3429768.61,880864.17,Car Loan,770577.82
81,DEBIT,Bank Transfer,2139027119,Rohan Kumar,2445662585,Vivaan Kapoor,66647.57,2024-08-25,14:21:41,7865833.61,880864.17,Car Loan,770577.82
82,DEBIT,Bank Transfer,2139027119,Rohan Kumar,8507497883,Kavya Patel,77222.42,2024-08-28,18:57:04,-1143896.78,880864.17,Car Loan,770577.82
83,CREDIT,Bank Transfer,8380507338,Ritika Sharma,2139027119,Rohan Kumar,127874.08,2024-09-01,12:04:30,7343057.87,880864.17,Car Loan,770577.82
84,CREDIT,UPI,6649827836,Saanvi Reddy,2139027119,Rohan Kumar,137179.65,2024-09-06,02:02:08,2793892.26,880864.17,Car Loan,770577.82
85,DEBIT,IMPS,2139027119,Rohan Kumar,7393195616,Vihaan Sharma,113348.11,2024-09-10,14:13:06,6953595.13,880864.17,Car Loan,770577.82
86,DEBIT,UPI,2139027119,Rohan Kumar,3392080953,Vivaan Das,109593.98,2024-09-12,17:37:25,1859955.2,880864.17,Car Loan,770577.82
87,DEBIT,RTGS,2139027119,Rohan Kumar,5047709743,Vihaan Das,99708.26,2024-09-15,10:15:44,457978.97,880864.17,Car Loan,770577.82
88,DEBIT,NEFT,2139027119,Rohan Kumar,2986972437,Krishna Sharma,83160.73,2024-09-19,05:27:19,1605217.64,880864.17,Car Loan,770577.82
89,DEBIT,NEFT,2139027119,Rohan Kumar,7114223633,Saanvi Das,51866.52,2024-09-24,13:56:40,-352946.26,880864.17,Car Loan,770577.82
90,CREDIT,NEFT,4745927824,Kabir Reddy,2139027119,Rohan Kumar,141885.79,2024-09-27,01:43:07,256037.33,880864.17,Car Loan,770577.82
91,DEBIT,NEFT,2139027119,Rohan Kumar,8047877267,Vihaan Joshi,142203.4,2024-09-28,14:04:34,1463014.24,880864.17,Car Loan,770577.82
92,DEBIT,RTGS,2139027119,Rohan Kumar,3553440342,Neha Joshi,96384.79,2024-10-02,00:07:48,8470369.99,880864.17,Car Loan,770577.82
93,CREDIT,UPI,6687206971,Kabir Mehta,2139027119,Rohan Kumar,40796.98,2024-10-12,22:29:26,4550953.81,880864.17,Car Loan,770577.82
94,CREDIT,IMPS,4745927824,Kabir Reddy,2139027119,Rohan Kumar,78712.78,2024-10-13,15:21:46,451091.99,880864.17,Car Loan,770577.82
95,CREDIT,UPI,7609857128,Diya Singh,2139027119,Rohan Kumar,19573.1,2024-10-14,00:40:23,3026294.37,880864.17,Car Loan,770577.82
96,DEBIT,IMPS,2139027119,Rohan Kumar,6488854841,Vihaan Kapoor,21077.56,2024-10-27,16:01:59,1077767.26,880864.17,Car Loan,770577.82
97,DEBIT,UPI,2139027119,Rohan Kumar,9703905715,Aisha Reddy,38313.99,2024-10-28,22:20:15,191210.38,880864.17,Car Loan,770577.82
98,DEBIT,UPI,2139027119,Rohan Kumar,1540137296,Simran Gupta,110991.15,2024-11-01,17:35:00,1098844.82,880864.17,Car Loan,770577.82
99,DEBIT,Bank Transfer,2139027119,Rohan Kumar,8110054933,Ishaan Reddy,40243.16,2024-11-12,11:47:40,-1608729.3,880864.17,Car Loan,770577.82
100,CREDIT,NEFT,9703905715,Aisha Reddy,2139027119,Rohan Kumar,8311.82,2024-11-13,13:26:47,1312158.98,880864.17,Car Loan,770577.82
101,CREDIT,UPI,1854316681,Aarav Mehta,2139027119,Rohan Kumar,80777.6,2024-11-21,23:23:01,4267200.87,880864.17,Car Loan,770577.82
102,CREDIT,RTGS,3181106786,Kabir Gupta,2139027119,Rohan Kumar,79973.88,2024-11-30,21:41:15,7667937.77,880864.17,Car Loan,770577.82
103,CREDIT,IMPS,3342331444,Kavya Mehta,2139027119,Rohan Kumar,120309.6,2024-12-06,05:04:51,1093267.39,880864.17,Car Loan,770577.82
104,DEBIT,NEFT,2139027119,Rohan Kumar,8380507338,Ritika Sharma,145152.42,2024-12-10,20:51:22,7536779.66,880864.17,Car Loan,770577.82
105,DEBIT,NEFT,2139027119,Rohan Kumar,1854316681,Aarav Mehta,101161.45,2024-12-14,04:11:52,8369208.54,880864.17,Car Loan,770577.82
106,CREDIT,Bank Transfer,3746317213,Krishna Iyer,2139027119,Rohan Kumar,118632.05,2024-12-16,14:13:34,822958.88,880864.17,Car Loan,770577.82
107,CREDIT,RTGS,5736462531,Ishaan Reddy,2139027119,Rohan Kumar,114091.87,2024-12-18,03:53:57,-575577.76,880864.17,Car Loan,770577.82
108,DEBIT,RTGS,2139027119,Rohan Kumar,5284391408,Ishaan Iyer,79361.41,2024-12-21,10:33:51,1780593.79,880864.17,Car Loan,770577.82
109,DEBIT,NEFT,2139027119,Rohan Kumar,9680276057,Vivaan Reddy,91371.23,2024-12-22,14:02:08,99839.15,880864.17,Car Loan,770577.82
110,DEBIT,Bank Transfer,2139027119,Rohan Kumar,3783290795,Diya Nair,18598.54,2024-12-27,06:29:32,1444415.7,880864.17,Car Loan,770577.82
111,DEBIT,IMPS,2139027119,Rohan Kumar,3373077218,Vivaan Singh,61166.19,2024-12-27,09:46:47,6892428.94,880864.17,Car Loan,770577.82
112,CREDIT,NEFT,2419179580,Ishaan Kapoor,2139027119,Rohan Kumar,26806.19,2024-12-31,07:18:36,5629207.08,880864.17,Car Loan,770577.82
113,CREDIT,IMPS,8325785916,Ananya Mehta,2139027119,Rohan Kumar,1286.37,2025-01-01,11:25:51,-1095108.59,880864.17,Car Loan,770577.82
114,CREDIT,UPI,8507497883,Kavya Patel,2139027119,Rohan Kumar,80579.97,2025-01-09,16:57:38,7587963.89,880864.17,Car Loan,770577.82
115,DEBIT,NEFT,2139027119,Rohan Kumar,3342331444,Kavya Mehta,63830.2,2025-01-11,17:40:31,3558538.72,880864.17,Car Loan,770577.82
116,DEBIT,RTGS,2139027119,Rohan Kumar,5141907136,Diya Iyer,87041.61,2025-01-12,17:35:20,7763370.77,880864.17,Car Loan,770577.82
117,CREDIT,NEFT,8086172302,Aditya Singh,2139027119,Rohan Kumar,98315.82,2025-01-14,10:05:20,5005088.44,880864.17,Car Loan,770577.82
118,CREDIT,UPI,4272602734,Kavya Mehta,2139027119,Rohan Kumar,64488.07,2025-01-14,21:28:16,3926629.75,880864.17,Car Loan,770577.82
119,CREDIT,IMPS,8380507338,Ritika Sharma,2139027119,Rohan Kumar,116766.59,2025-01-16,01:19:04,7215183.79,880864.17,Car Loan,770577.82
120,DEBIT,NEFT,2139027119,Rohan Kumar,9292791081,Krishna Gupta,149133.73,2025-01-20,16:44:29,7066943.24,880864.17,Car Loan,770577.82
121,CREDIT,UPI,9703905715,Aisha Reddy,2139027119,Rohan Kumar,20845.94,2025-01-23,08:47:43,1538483.79,880864.17,Car Loan,770577.82
122,DEBIT,IMPS,2139027119,Rohan Kumar,6687206971,Kabir Mehta,79599.89,2025-01-23,16:47:38,4239001.82,880864.17,Car Loan,770577.82
123,CREDIT,Bank Transfer,8110054933,Ishaan Reddy,2139027119,Rohan Kumar,127184.92,2025-02-07,08:49:40,3006721.27,880864.17,Car Loan,770577.82
124,DEBIT,NEFT,2139027119,Rohan Kumar,1298737106,Krishna Gupta,77248.7,2025-02-07,17:58:24,4416033.68,880864.17,Car Loan,770577.82
125,DEBIT,RTGS,2139027119,Rohan Kumar,4272602734,Kavya Mehta,12034.96,2025-02-24,18:46:06,5532158.46,880864.17,Car Loan,770577.82
126,CREDIT,IMPS,9703905715,Aisha Reddy,2139027119,Rohan Kumar,66362.42,2025-02-28,08:23:53,1303847.16,880864.17,Car Loan,770577.82
127,DEBIT,RTGS,2139027119,Rohan Kumar,3746317213,Krishna Iyer,139654.71,2025-02-28,09:31:36,2214507.41,880864.17,Car Loan,770577.82
128,CREDIT,UPI,3030106617,Aisha Singh,2139027119,Rohan Kumar,39937.92,2025-03-07,01:04:33,6026916.57,880864.17,Car Loan,770577.82
129,CREDIT,IMPS,8507497883,Kavya Patel,2139027119,Rohan Kumar,74354.11,2025-03-07,15:27:27,7417411.98,880864.17,Car Loan,770577.82
130,DEBIT,NEFT,2139027119,Rohan Kumar,8086172302,Aditya Singh,135973.72,2025-03-08,12:07:31,6300841.94,880864.17,Car Loan,770577.82
131,DEBIT,RTGS,2139027119,Rohan Kumar,6687206971,Kabir Mehta,97957.91,2025-03-19,01:17:08,1209835.97,880864.17,Car Loan,770577.82
132,DEBIT,Bank Transfer,2139027119,Rohan Kumar,3373077218,Vivaan Singh,147710.35,2025-03-19,10:56:32,930056.91,880864.17,Car Loan,770577.82
133,CREDIT,NEFT,6464693977,Vihaan Joshi,2139027119,Rohan Kumar,26228.52,2025-03-22,08:25:01,-1470116.62,880864.17,Car Loan,770577.82
134,CREDIT,RTGS,3342331444,Kavya Mehta,2139027119,Rohan Kumar,112368.76,2025-03-24,08:10:57,935327.64,880864.17,Car Loan,770577.82
135,CREDIT,UPI,1311570307,Aryan Joshi,2139027119,Rohan Kumar,83525.65,2025-03-30,13:30:57,8362178.9,880864.17,Car Loan,770577.82
136,CREDIT,NEFT,7114223633,Saanvi Das,2139027119,Rohan Kumar,120376.8,2025-03-31,06:59:06,6401145.91,880864.17,Car Loan,770577.82
137,DEBIT,IMPS,2139027119,Rohan Kumar,3746317213,Krishna Iyer,7467.84,2025-04-12,19:02:34,4318601.71,880864.17,Car Loan,770577.82
138,DEBIT,NEFT,2139027119,Rohan Kumar,4700855390,Rohan Nair,117399.27,2025-04-24,06:30:41,3651292.82,880864.17,Car Loan,770577.82
139,CREDIT,Bank Transfer,4272602734,Kavya Mehta,2139027119,Rohan Kumar,86306.2,2025-04-27,01:20:04,4012935.95,880864.17,Car Loan,770577.82
140,DEBIT,NEFT,2139027119,Rohan Kumar,8047877267,Vihaan Joshi,24358.21,2025-04-27,17:18:16,3979156.27,880864.17,Car Loan,770577.82
141,DEBIT,IMPS,2139027119,Rohan Kumar,4272602734,Kavya Mehta,68013.66,2025-04-30,06:52:49,7932481.18,880864.17,Car Loan,770577.82
142,CREDIT,NEFT,6971815972,Ritika Iyer,2139027119,Rohan Kumar,77076.33,2025-05-01,07:24:38,7087516.87,880864.17,Car Loan,770577.82
143,DEBIT,UPI,2139027119,Rohan Kumar,1540137296,Simran Gupta,88293.99,2025-05-02,02:12:09,4923436.59,880864.17,Car Loan,770577.82
144,DEBIT,RTGS,2139027119,Rohan Kumar,4733616459,Ishaan Reddy,45980.65,2025-05-03,13:29:14,-1189877.43,880864.17,Car Loan,770577.82
145,DEBIT,Bank Transfer,2139027119,Rohan Kumar,2419179580,Ishaan Kapoor,20237.05,2025-05-05,21:31:45,3029153.77,880864.17,Car Loan,770577.82
146,CREDIT,IMPS,6488854841,Vihaan Kapoor,2139027119,Rohan Kumar,60674.35,2025-05-11,11:01:11,2549527.37,880864.17,Car Loan,770577.82
147,DEBIT,IMPS,2139027119,Rohan Kumar,6464693977,Vihaan Joshi,102967.44,2025-05-12,21:03:10,-722887.12,880864.17,Car Loan,770577.82
148,CREDIT,RTGS,9680276057,Vivaan Reddy,2139027119,Rohan Kumar,128909.53,2025-05-17,21:24:26,5410629.15,880864.17,Car Loan,770577.82
149,DEBIT,RTGS,2139027119,Rohan Kumar,6971815972,Ritika Iyer,61628.0,2025-05-22,18:45:50,4003514.48,880864.17,Car Loan,770577.82
150,CREDIT,UPI,5310195918,Meera Joshi,2139027119,Rohan Kumar,87058.58,2025-05-28,13:25:25,-1294487.53,880864.17,Car Loan,770577.82
151,DEBIT,IMPS,2139027119,Rohan Kumar,8316648259,Aarav Iyer,134079.76,2025-05-29,05:28:19,-116083.88,880864.17,Car Loan,770577.82
152,CREDIT,NEFT,8316648259,Aarav Iyer,2139027119,Rohan Kumar,5198.74,2025-06-01,18:34:00,-1679303.45,880864.17,Car Loan,770577.82
153,CREDIT,Bank Transfer,8316648259,Aarav Iyer,2139027119,Rohan Kumar,141459.47,2025-06-03,06:23:34,-1684502.19,880864.17,Car Loan,770577.82
154,CREDIT,Bank Transfer,4272602734,Kavya Mehta,2139027119,Rohan Kumar,103892.83,2025-06-05,10:19:47,3862141.68,880864.17,Car Loan,770577.82
155,CREDIT,NEFT,8086172302,Aditya Singh,2139027119,Rohan Kumar,113196.26,2025-06-06,07:07:35,5118284.7,880864.17,Car Loan,770577.82
156,DEBIT,Bank Transfer,2139027119,Rohan Kumar,1540137296,Simran Gupta,34273.59,2025-06-21,01:20:49,1746320.2,880864.17,Car Loan,770577.82
157,DEBIT,IMPS,2139027119,Rohan Kumar,3849232839,Ritika Patel,50166.91,2025-06-23,01:58:23,3317332.19,880864.17,Car Loan,770577.82
158,CREDIT,Bank Transfer,4745927824,Kabir Reddy,2139027119,Rohan Kumar,122110.06,2025-07-03,22:44:16,573202.05,880864.17,Car Loan,770577.82
159,DEBIT,RTGS,2139027119,Rohan Kumar,9256195745,Ananya Mehta,26016.08,2025-07-10,16:48:45,2354162.12,880864.17,Car Loan,770577.82
160,DEBIT,NEFT,2139027119,Rohan Kumar,8047877267,Vihaan Joshi,38233.56,2025-07-12,09:48:23,-391179.82,880864.17,Car Loan,770577.82
161,CREDIT,IMPS,3553440342,Neha Joshi,2139027119,Rohan Kumar,33137.56,2025-07-16,00:56:44,7923464.04,880864.17,Car Loan,770577.82
162,DEBIT,NEFT,2139027119,Rohan Kumar,5067116918,Ritika Das,131809.63,2025-07-16,09:25:33,1312606.07,880864.17,Car Loan,770577.82
163,CREDIT,UPI,3030106617,Aisha Singh,2139027119,Rohan Kumar,41904.07,2025-07-18,04:08:00,5943057.95,880864.17,Car Loan,770577.82
164,CREDIT,Bank Transfer,5310195918,Meera Joshi,2139027119,Rohan Kumar,20159.8,2025-07-27,01:02:45,-1163139.7,880864.17,Car Loan,770577.82
165,CREDIT,Bank Transfer,6464693977,Vihaan Joshi,2139027119,Rohan Kumar,21475.05,2025-07-30,15:55:28,-1496345.14,880864.17,Car Loan,770577.82
166,CREDIT,NEFT,9292791081,Krishna Gupta,2139027119,Rohan Kumar,146076.33,2025-08-04,13:13:01,-35121.48,880864.17,Car Loan,770577.82
167,CREDIT,Bank Transfer,4700855390,Rohan Nair,2139027119,Rohan Kumar,125628.06,2025-08-06,19:40:20,6643786.63,880864.17,Car Loan,770577.82
168,DEBIT,RTGS,2139027119,Rohan Kumar,4733616459,Ishaan Reddy,44068.27,2025-08-07,14:48:17,4194933.55,880864.17,Car Loan,770577.82
169,CREDIT,IMPS,4272602734,Kavya Mehta,2139027119,Rohan Kumar,799.39,2025-08-09,06:19:30,4013735.34,880864.17,Car Loan,770577.82
170,DEBIT,RTGS,2139027119,Rohan Kumar,8086172302,Aditya Singh,89964.13,2025-08-11,17:30:27,4326069.55,880864.17,Car Loan,770577.82
